annee,pays,sport 1,sport 2,sport 3,,,sport,sexe
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Deux en couple (2x),H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Deux en pointe avec barreur (2+),H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),F
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),F
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Quatre en couple avec barreur,F
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Quatre en pointe avec barreur (4+),F
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Quatre en pointe avec barreur,H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur,H
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),F
1984,Los Angeles,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),H
1984,Los Angeles,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,F
1984,Los Angeles,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,Moins de 48 kg (poids mi-mouche),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,Plus de 91 kg (poids superloud),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,48-51 kg (poids mouche),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,51-54 kg (poids coq),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,54-57 kg (poids plume),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,57-60 kg (poids léger),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,"60-63,5 kg (poids superléger)",H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,"63,5-67 kg (poids mi-moyen)",H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,67-71 kg (poids super mi-moyen),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,71-75 kg,H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,75-81 kg (poids mi-lourd),H
1984,Los Angeles,Combat,Boxe,Boxe,2,7,81-91 kg (poids lourd),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,C-1 1 000 m (canoë monoplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,C-1 500 m (canoë monoplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,C-2 1 000 m (canoë biplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,C-2 500 m (canoë biplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-1 1 000 m (kayak monoplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),F
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-2 1 000 m (kayak biplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),F
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-4 1 000 m (kayak à quatre),H
1984,Los Angeles,Eau,Canoë,Canoë - sprint,1,9,K-4 500 m (kayak à quatre),F
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,1 km contre-la-montre,H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Course aux points,H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite individuel,H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite par équipes (4 000 m),H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,F
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,H
1984,Los Angeles,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre par équipes,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Epée individuel,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Epée par équipes,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Fleuret individuel,F
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Fleuret individuel,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Fleuret par équipes,F
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Fleuret par équipes,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Sabre individuel,H
1984,Los Angeles,Combat,Escrime,Escrime,2,11,Sabre par équipes,H
1984,Los Angeles,Collectif,Football,Football,7,23,Football,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques (concours II),F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol (concours II),F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Poutre (concours II),F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Poutre,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval (concours II),F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval (concours II),H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Saut de cheval,H
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Ballon,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Cerceau,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Concours individuel multiple,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Massues,F
1984,Los Angeles,Gymnastique,Gymnastique,Gymnastique rythmique,4,3,Ruban,F
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Moins de 52 kg (poids mouche),H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Plus de 110 kg (poids superlourd),H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,100-110 kg (poids lourd),H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,56-60 kg (poids plume),H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,Moins de 56 kg (poids coq),H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,"60-67,5 kg (poids léger)",H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,"67,5-75 kg (poids moyen)",H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,"75-82,5 kg (poids mi-lourd)",H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,"82,5-90 kg (poids lourd-léger)",H
1984,Los Angeles,Haltérophilie,Haltérophilie,Haltérophilie,8,10,90-100 kg (poids lourd 1re classe),H
1984,Los Angeles,Collectif,Handball,Handball,7,25,Handball,F
1984,Los Angeles,Collectif,Handball,Handball,7,25,Handball,H
1984,Los Angeles,Collectif,Hockey,Hockey,7,21,Hockey,F
1984,Los Angeles,Collectif,Hockey,Hockey,7,21,Hockey,H
1984,Los Angeles,Combat,Judo,Judo,2,13,Plus de 95 kg (poids lourd),H
1984,Los Angeles,Combat,Judo,Judo,2,13,60-65 kg (poids mi-léger),H
1984,Los Angeles,Combat,Judo,Judo,2,13,65-71 kg (poids léger),H
1984,Los Angeles,Combat,Judo,Judo,2,13,71-78 kg (poids mi-moyen),H
1984,Los Angeles,Combat,Judo,Judo,2,13,78-86 kg (poids moyen),H
1984,Los Angeles,Combat,Judo,Judo,2,13,86-95 kg (poids mi-lourd),H
1984,Los Angeles,Combat,Judo,Judo,2,13,Los Angeles 1984 Judo -60 kg,H
1984,Los Angeles,Combat,Judo,Judo,2,13,Toutes catégories,H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,Moins de 48 kg (poids mi-mouche),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,Plus de 100 kg (poids superlourd),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,48-52 kg (poids mouche),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,52-57 kg (poids coq),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,57-62 kg (poids plume),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,62-68 kg (poids léger),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,68-74 kg (poids mi-moyen),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,74-82 kg (poids moyen),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,82-90 kg (poids mi-lourd),H
1984,Los Angeles,Combat,Lutte,Lutte gréco-romaine,2,4,90-100 kg (poids lourd),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,Moins de 48 kg (poids mi-mouche),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,Plus de 100 kg (poids superlourd),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,48-52 kg (poids mouche),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,52-57 kg (poids coq),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,57-62 kg (poids plume),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,62-68 kg (poids léger),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,68-74 kg (poids mi-moyen),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,74-82 kg (poids moyen),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,82-90 kg (poids mi-lourd),H
1984,Los Angeles,Combat,Lutte,Lutte libre,2,4,90-100 kg (poids lourd),H
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m brasse,F
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m brasse,H
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m dos,F
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m dos,H
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m nage libre,F
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m papillon,F
1984,Los Angeles,Eau,Natation,Natation,1,2,100 m papillon,H
1984,Los Angeles,Eau,Natation,Natation,1,2,1 500 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m brasse,F
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m brasse,H
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m dos,F
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m dos,H
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m nage libre,F
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m papillon,F
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m papillon,H
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m quatre nages individuel,F
1984,Los Angeles,Eau,Natation,Natation,1,2,200 m quatre nages individuel,H
1984,Los Angeles,Eau,Natation,Natation,1,2,400 m nage libre,F
1984,Los Angeles,Eau,Natation,Natation,1,2,400 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation,1,2,400 m quatre nages individuel,F
1984,Los Angeles,Eau,Natation,Natation,1,2,400 m quatre nages individuel,H
1984,Los Angeles,Eau,Natation,Natation,1,2,800 m nage libre,F
1984,Los Angeles,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,F
1984,Los Angeles,Eau,Natation,Natation,1,2,Relais 4 × 100 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,F
1984,Los Angeles,Eau,Natation,Natation,1,2,Relais 4 × 100 m quatre nages,H
1984,Los Angeles,Eau,Natation,Natation,1,2,Relais 4 × 200 m nage libre,H
1984,Los Angeles,Eau,Natation,Natation synchronisée,1,2,En duo,F
1984,Los Angeles,Eau,Natation,Natation synchronisée,1,2,En solo,F
1984,Los Angeles,Complet,Pentathlon,Pentathlon,11,18,Individuel,H
1984,Los Angeles,Complet,Pentathlon,Pentathlon,11,18,Par équipes,H
1984,Los Angeles,Eau,Natation,Plongeon,1,2,Haut vol 10 m,F
1984,Los Angeles,Eau,Natation,Plongeon,1,2,Haut vol 10 m,H
1984,Los Angeles,Eau,Natation,Plongeon,1,2,Tremplin 3 m,F
1984,Los Angeles,Eau,Natation,Plongeon,1,2,Tremplin 3 m,H
1984,Los Angeles,Equitation,Equitation,Equitation - complet,9,14,Individuel,M
1984,Los Angeles,Equitation,Equitation,Equitation - complet,9,14,Par équipes,M
1984,Los Angeles,Equitation,Equitation,Equitation - dressage,9,14,Individuel,M
1984,Los Angeles,Equitation,Equitation,Equitation - dressage,9,14,Par équipes,M
1984,Los Angeles,Equitation,Equitation,Equitation - obstacle,9,14,Individuel,M
1984,Los Angeles,Equitation,Equitation,Equitation - obstacle,9,14,Par équipes,M
1984,Los Angeles,Raquette,Tennis,Tennis,10,15,Simple,F
1984,Los Angeles,Raquette,Tennis,Tennis,10,15,Simple,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,10 m rifle à air (40 coups),F
1984,Los Angeles,Adresse,Tir,Tir,5,5,10 m rifle à air (60 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,25 m pistolet (30 + 30 coups),F
1984,Los Angeles,Adresse,Tir,Tir,5,5,25 m pistolet feu rapide (60 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m cible mobile (30 + 30 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m cible mobile normal,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m cible mobile rapide,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m pistolet (60 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions à genoux,F
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions (3 × 20 coups),F
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions (3 × 40 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions à genoux,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions couché,F
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions couché,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions debout,F
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle 3 positions debout,H
1984,Los Angeles,Adresse,Tir,Tir,5,5,50 m rifle couché (60 coups),H
1984,Los Angeles,Adresse,Tir,Tir,5,5,Fosse olympique (125 cibles),M
1984,Los Angeles,Adresse,Tir,Tir,5,5,Skeet (125 cibles),M
1984,Los Angeles,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel FITA round,F
1984,Los Angeles,Adresse,Tir à l'arc,Tir à l'arc,5,17,Individuel FITA round,H
1984,Los Angeles,Eau,Voile,Voile,1,12,470 - dériveur biplace,H
1984,Los Angeles,Eau,Voile,Voile,1,12,Finn - dériveur monoplace lourd,H
1984,Los Angeles,Eau,Voile,Voile,1,12,Flying dutchman,M
1984,Los Angeles,Eau,Voile,Voile,1,12,Mistral - planche à voile,H
1984,Los Angeles,Eau,Voile,Voile,1,12,Mistral - planche à voile,F
1984,Los Angeles,Eau,Voile,Voile,1,12,Quillard deux équipiers open (Star),M
1984,Los Angeles,Eau,Voile,Voile,1,12,Quillard flotte-match race (Soling),M
1984,Los Angeles,Eau,Voile,Voile,1,12,Tornado - multicoque,M
1984,Los Angeles,Eau,Voile,Voile,1,12,Windglider - planche à voile,H
1984,Los Angeles,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,F
1984,Los Angeles,Collectif,Volley-ball,Volley-ball,7,19,Volley-ball,H
1984,Los Angeles,Eau,Water-polo,Water-polo,1,22,Water-polo,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,10 000 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,100 m haies,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,100 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,110 m haies,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,1 500 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,200 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,20 km marche,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,3 000 m steeple,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,400 m haies,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,400 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,5 000 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,50 km marche,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,800 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Décathlon,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Disque,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Javelot,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Marathon,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Marteau,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Pentathlon,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Poids,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 100 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Relais 4 × 400 m,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Saut à la perche,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en hauteur,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,F
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Saut en longueur,H
1980,Moscou,Athlétisme,Athlétisme,Athlétisme,3,1,Triple saut,H
1980,Moscou,Eau,Aviron,Aviron,1,6,Deux en couple (2x),F
1980,Moscou,Eau,Aviron,Aviron,1,6,Deux en couple (2x),H
1980,Moscou,Eau,Aviron,Aviron,1,6,Deux en pointe avec barreur (2+),H
1980,Moscou,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),F
1980,Moscou,Eau,Aviron,Aviron,1,6,Deux en pointe sans barreur (2-),H
1980,Moscou,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),F
1980,Moscou,Eau,Aviron,Aviron,1,6,Huit en pointe avec barreur (8+),H
1980,Moscou,Eau,Aviron,Aviron,1,6,Quatre en couple avec barreur,F
1980,Moscou,Eau,Aviron,Aviron,1,6,Quatre en couple sans barreur,H
1980,Moscou,Eau,Aviron,Aviron,1,6,Quatre en pointe avec barreur (4+),F
1980,Moscou,Eau,Aviron,Aviron,1,6,Quatre en pointe avec barreur,H
1980,Moscou,Eau,Aviron,Aviron,1,6,Quatre en pointe sans barreur,H
1980,Moscou,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),F
1980,Moscou,Eau,Aviron,Aviron,1,6,Un rameur - skiff (1x),H
1980,Moscou,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,F
1980,Moscou,Collectif,Basket-ball,Basket-ball,7,24,Basket-ball,H
1980,Moscou,Combat,Boxe,Boxe,2,7,Moins de 48 kg (poids mi-mouche),H
1980,Moscou,Combat,Boxe,Boxe,2,7,Plus de 81 kg (poids lourd),H
1980,Moscou,Combat,Boxe,Boxe,2,7,48-51 kg (poids mouche),H
1980,Moscou,Combat,Boxe,Boxe,2,7,51-54 kg (poids coq),H
1980,Moscou,Combat,Boxe,Boxe,2,7,54-57 kg (poids plume),H
1980,Moscou,Combat,Boxe,Boxe,2,7,57-60 kg (poids léger),H
1980,Moscou,Combat,Boxe,Boxe,2,7,"60-63,5 kg (poids superléger)",H
1980,Moscou,Combat,Boxe,Boxe,2,7,"63,5-67 kg (poids mi-moyen)",H
1980,Moscou,Combat,Boxe,Boxe,2,7,67-71 kg (poids super mi-moyen),H
1980,Moscou,Combat,Boxe,Boxe,2,7,71-75 kg,H
1980,Moscou,Combat,Boxe,Boxe,2,7,75-81 kg (poids mi-lourd),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,C-1 1 000 m (canoë monoplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,C-1 500 m (canoë monoplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,C-2 1 000 m (canoë biplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,C-2 500 m (canoë biplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-1 1 000 m (kayak monoplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),F
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-1 500 m (kayak monoplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-2 1 000 m (kayak biplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),F
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-2 500 m (kayak biplace),H
1980,Moscou,Eau,Canoë,Canoë - sprint,1,9,K-4 1 000 m (kayak à quatre),H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,1 km contre-la-montre,H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite individuel,H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Poursuite par équipes (4 000 m),H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur piste,6,8,Vitesse individuel,H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Course sur route individuel,H
1980,Moscou,Cyclisme,Cyclisme,Cyclisme sur route,6,8,Contre-la-montre par équipes,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Epée individuel,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Epée par équipes,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Fleuret individuel,F
1980,Moscou,Combat,Escrime,Escrime,2,11,Fleuret individuel,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Fleuret par équipes,F
1980,Moscou,Combat,Escrime,Escrime,2,11,Fleuret par équipes,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Sabre individuel,H
1980,Moscou,Combat,Escrime,Escrime,2,11,Sabre par équipes,H
1980,Moscou,Collectif,Football,Football,7,23,Football,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux (concours II),H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Anneaux,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe (concours II),H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barre fixe,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques (concours II),F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres asymétriques,F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles (concours II),H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Barres parallèles,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons (concours II),H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Cheval d'arçons,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Compétition par équipes,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Concours multiple individuel,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices à volonté,F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices à volonté,H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol (concours II),F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol (concours II),H
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,F
1980,Moscou,Gymnastique,Gymnastique,Gymnastique artistique,4,3,Exercices au sol,H
